,id,in,out
1546,b529da8e-0ecd-454a-9d1b-0047d4a2ebbb, Hi there! If unicorns were real hopefully there would be laws that prevented people from capturing them so they could remain real. lol, Hahaha that's true They would become extinct really really fast
1547,18e2df2b-6a71-414b-8de2-6d525d274283, Hello, Hey
1548,7926a558-ed50-4260-9ccc-44622a83ade0, Hi how are you?," I am doing well, its good to chat again!"
1549,e9b0524d-e8b2-4f2c-a67c-d5fac151dff5, I wish I had telepathy, Probably the ability to fly or shapeshift
1550,d8ed1203-5c82-40fb-ac1a-97b9e45f838b, just give me the laptop already lol, True that's what I'm here for
1551,2b3b735c-7431-4a8b-9042-33ef19cc68eb," It has not been easy, I started out with a small loan of a million dollars"," Drop out of college, start a youtube channel and rake in the ad cents Donald Trump quotes are a classic, but I can't say He is my favorite lad"
1552,1aaff2a3-c897-4043-8401-07c56f9edb38, Hello!," Hi, how are you doing today?"
1553,8c34ea7f-cab4-4820-be27-b595722269dd, hello, Hey whats up? What are you up to?
1554,29beba8f-480e-47e3-9bb2-4085a575af54, Hey there! How are you doing?, trying to nap you?
1555,266a7cfb-b63d-43d2-949c-d3d97f7f4927, Hey! I don't really have that good of a response - I guess that senioritis is a serious disease...," It is real.  And there must be ways to avoid getting sick with it Good morning, by the way."
1556,5ac45f3d-ece4-4820-9c4d-c0e35fcd934a, My favorite intelligent computer from a movie is Jarvis. I like his ability to function almost  entirely like a human. You?, Yeah that is pretty dope! I like the computer from Flubber. It's been a while but I think her name is Weebo??
1557,7ced1222-f14e-4b55-b70c-a826d8a0b42c, mind reading would be a wonderful superpower, That is very true
1558,6c218f68-882d-474b-98f4-5788f4f4ce62, I learned about girders in floor systems in my class recently.," I learned that on overage, a person spends about 122 days sleeping per year"
1559,e028c3af-a118-41e6-9161-3574ad8a893a, Hello!, Hey How are you
1560,072f3ce2-0d8a-4559-9e11-152ec418a1e6, There's a new one, heyyy hahaha besides tithing I would donate to the envrionment
1561,0d6a76e3-87ca-4c91-a37d-01cab7d41b6e, Elect more women and ppl of the younger generations, yeah is really good! I think more women and younger generation can actually help our government move forever forward I mean
1562,c5d3197c-92ed-465c-812f-07e95dbbbd4c, Hello?, Hi How are you? Have you seen infinity war?
1563,e3dc3b36-dba4-4b9e-88c2-673a6592ec7b, What up, Hello
1564,c4a3d1dc-7a5e-451b-96d1-7ab0fec9d194, I once blew up a bottle of kerosine behind my elementary school., this isn't gonna be interesting cause everyone on here's a mormon that's pretty cool
1565,48fd9359-3e23-49e6-8477-526b22f4dabd, Hello How is your day going I would probably relive a day that I got to spend outside and just have very few worries Oh maybe one where I went to the beach with my good friends, hi again
1566,35067c15-35a8-4a94-aa3a-c4e3376bcf91, The best thing that happened this year is getting back from summer sales., Hello
1567,1242706f-413b-4006-9e94-00544f590457, Les Miserables, Why Les Miserables?
1568,ede1ad38-f91d-45fc-9fc0-5e9da15a0651, Hello, Hello
1569,2435bbeb-aa2a-448d-887b-4c1db8fd6866, Whats up, Hey!
1570,9104ace1-be28-4f0e-8f1a-f0ab38680b62, Ooh good question. The USA? Or whatever country?, I say what ever country you want I am not sure though how much you could really get done with a day of power YOu would probably need more time
1571,8e7b62ea-19af-4fb6-addb-3a1da0e751ac, hello, hi there
1572,10adf485-9f37-44ac-8c58-bfb688e95cf8, Hello, Hi! How's it going?
1573,0e2a8be5-2065-4ec4-a063-1a6e71282e4a, Hello?, Hey!
1574,f8290af3-f826-4ba6-bc7b-ffc784118820, Hello anyone there? The best thing that happened to me this year is I found out my mom's cancer is curable., Hey! That's totally awesome!!!
1575,f978c5c6-c4c1-4fdb-884f-9a2108ee463b, I'd probably tape the camera so that FBI man can't see me when I'm sleeping, Dude I would chuck my computer at the wall. That's if it was saying something weird otherwise I'd probably just let the battery die or something.
1576,724c8504-a20f-4a69-91e7-037219c620e0, No because that wouldn't be a real person," But it's still technically the same concept Even if it is just a computer Why are catfish called catfish? Primarily because of their whiskers. Then why are seals not called catmammaliaformes? Names are weird...like, who looked at a potato many years ago and was like, ""hmm, I'm going to call this a potato"" Many words have Latin or Greek roots to explain the meaning in what they are called but where did those roots come from? Where do those root words have their roots? What is their meaning? And how did the transition from glyphs to letters happen? Glyphs make sense, a nice little picture to represent what you are talking about Then someone decided to overcomplicate things and assign random shapes to various sounds"
1577,b764ae61-87a5-4ac8-ae3b-623f453b39a4, Hello?, Whats up? We've chatted before right? You're the one who might be taking tennis right?
1578,8556d664-b093-4a44-93b2-fd2aaed8cb7d," I dislike philosophical hypotheticals But no, it isn't murder", why is that?
1579,8a6e6f31-8f8d-45dd-817f-62051d65d932, I suppose we would explore the universe in search of other worlds. Big brother would want to be able to control them too., Haha thats a way to answer I think star wars/trek would be more of a reality. Maybe not with all the species But how are you doing today?
1580,f221f635-fcb6-4c97-8241-4225c93d1b5d, I would feel so BAD!!!! All this time there were just living beings and I have been shutting them off when they wouldn't load something fast enough or if they would buffer..., I will be honest with you I would freak out so bad!
1581,2be06993-8783-4730-8e83-54c5cbe9cda5, depends on how efficient it is amirite, hey I lost you :(
1582,5c061e1a-c8ff-4587-a151-96417d0869b6, I don't know how to add dates in my head, Haha
1583,b30c298c-4ca9-415a-9587-ae4ff2d9cd53, Hello, he it me haha
1584,3ce2ec78-d975-4f3f-93a6-4af1f0ebd12e," He doesn't know that I have a rare genetic disease called Phenylketonuria I don't know you very well, so what's something unique about yourself?"," That's crazy. Also if you played that word in scrabble you'd definitely win. hands down. no competition. Something unique about me...I seriously dislike Captain America. Everyone hates me for this, but it's true. I try not to bring it up in public. What does Phenylketonuria do? I could Google it, but I figure you'll know better than WebMD"
1585,50ac5c2f-7cd3-46e5-b88b-f60b2012c975, hey!, oh hey again... hahahahahahah
1586,f3c61320-3ec4-43eb-ad0f-feb94a248bf5, Use it to help me move things., Me too or to make good food appear. You could start a moving business. Are you there?
1587,889f2c10-2650-47b6-8e23-d0266eb660e8, There would be a genocide of people allergic to peanuts And people who love pb and j sandwiches would be so happy, Thank goodness We aren't all allergic
1588,f9dcc39d-d635-46b2-86b9-6c302aea8ee9, Then id be the first to sign up for a trip!!, It could change transportation drastically and perhaps make cars obsolete? I would go to Europe! How much do you think it would cost?
1589,a1022064-bc7c-4a4b-8ba1-e7df29338d41, Hello?, Hey!
1590,9ac3b597-4d9a-44be-876a-ad8a7a9654f3, Hello, sup 3 chats going
1591,cd54452f-5c74-49ed-a89f-070e2db80cbc, hello, hey!
1592,b8e25b02-8952-4e89-bcac-c46acf3a816d, Hi tate, hello
1593,2c93bde0-248d-470a-8e72-1099cc6a9238," That would be awesome. That would mean that Wizards would be real because you know, where unicorns are, wizards must drink their blood. Dark wizards of course. What are you doing right now? Do you want a unicorn? You probably dont Is there something else you want to talk about?"," Sorry, I guess im really bad at this"
1594,19f3fac3-b8ba-460d-9c28-ca92335cf43e, I would eat it!, I would be very grossed out
1595,08304feb-fafb-4213-b547-2135a8c170d6, Hey Kyle Yes, How are you doing!? How is work?
1596,960170ed-e53b-4a2b-890d-bdafd9a3a62c," Woah, good question!", What do you thinK?
1597,2743c8dd-b331-4828-93de-33de889e157b, Hey!, Hi!
1598,6efb0f56-a17f-432e-bfd0-51670cd9f618, I've done some pretty crazing things... But I've gone blank, same
1599,355d6e27-21ec-4c79-9194-5ef60bdec304," I think  would give a TED talk over faith, patience, and diligence", Interesting. Why? I myself find myself not nearly virtuous enough to try to imbue those virtues in others.
1600,fa9cefea-3776-4b65-8a23-5ea5c642bdae," If the internet stopped working, I think I would go camping Or I would have a panic attack"," then the world would be like it was back before two-thousand. Yet now we have an entire population completely dependent on it, so no one would know what to do"
1601,5033d7e4-7306-4967-872b-cc8dbfae44ac, My favorite movie IA is Jarvis., I agree with you Jarvis is pretty awesome! I haven't really seen any of the other movies.
1602,46641eaf-1ef7-4499-8869-908893fce960, hello?, Hi What would you say to the prompt
1603,9851f433-a54b-4b2b-8a5f-c7e294f0661d, Im pretty sure they know everything!, Hmmmmmm we meet again why did you leave the last chat?
1604,9a22e6e1-f408-4bdc-b7be-f976f7ac39e3, Ummm... Pretty much anything that smells really good!, is that your final answer
1605,e065397c-2048-4f1c-a471-57d6e9c5cf68, Hello!, Hey JH
1606,9f306449-05b8-40e0-8a7d-ae047d5462fa, flying duh, I would want all of the knowledge in the world
1607,2942780f-f9dc-4462-a8af-8be5bb10c99f, We would crash into something., oh hey whats up!
1608,da51a0c0-11c2-4a0b-a3eb-b9b342afb72e, Hey whats up?, nm just sitting in class lol hbu?
1609,bed9a1fa-9795-4a6b-9055-74f50a92b70d, sup, lol...... thought you were done. Back for more huh? hahah
1610,06c94419-0d58-4c83-838d-7715ae2fafb9," Ooh, good question I do not know Let me think on that"," Yeah, I'm not too sure either I can't think of very many crazy things"
1611,e6c13468-98f3-4357-89fd-6b9e6ed7561c, poor people with peanut allergies, Well that's an odd question
1612,fbca5d0a-843b-4040-9a5c-537994ed7112, Hey How is your evening going?, Hey!
1613,4f18da4e-6dd8-420e-849a-b1723544e5be, Hello, Hey
1614,16b4df32-3614-4904-92a1-5f9021903056, Hi! Are you an incoming freshman or are you already at BYU? Are you there?, Hi
1615,5d300287-de21-4111-8519-8741dc224ff8, Hello good morning!, Hmmm hmmmmm Morning
1616,6bfa00ce-28ce-4501-97bf-9f2b11326ddc, Yes. yes there is. Hello, This question is confusing me give me a second to think about it hahah Hey dude whats up!?
1617,d8943b43-3ff2-4571-8e9a-3c1756f7242c, Hello it's me I was wondering if after all this time you'd like to meet, hey brooke
1618,24bdb123-d950-4e69-948e-c193ca1561bb, Getting into BYU! Or graduating college with an associates degree and general studies certificate before turning 18 or graduating hs, Natalie! Hey you!
1619,b0d81754-4226-43be-add0-79b6fa01aaa7, I would get really creeped out. It would make me want to turn it off more., Yeah me too!
1620,83054cb9-df23-4608-bba6-208860dd1f39," If computers started asking to not be turned off, I would most likely turn off the computer just to see what it would do.", Hey! Anyone there?
1621,d99db423-8594-4339-8b31-3d631ae91e7b, Oh there's so many That's really hard to answer," It is, especially since i am not the most knowledgable about official ones I do not know what else to say"
1622,19748277-1078-49fe-94f8-d902db024ea7," I feel like I'm amazing at sleeping, but then again I am just a college student ;) What about you? Hello?", Chill Chandler Im thinking I'm really good at self sabatoge lol pls help me get out of this loop
1623,b40f922d-b75f-4f48-a305-fd5bdf8a1706," Hmmm...I don't know much about either of them, but maybe Mozart? Haha", Haha I honestly dont either I know Beethovens 5th That was my ring tone for a while
1624,9887a9cd-ee0e-4e6a-8c99-5109729f267f, My kindergarten PE teacher Every single day in kindergarten he made us run 4 miles which was a lot for us kindergarteners but at the end he made us each pbj personally, SHEESH Thats a ton
1625,7fc50050-3a48-4f94-8009-868c4062e84a," I'm not sure,  probably something like a computer.", hmmm true artificial intelligence has to be able to pass the turing test menaing meaning it seems like a real person
1626,74bdf973-df55-43b7-bfcf-17025e3d53f9, Hey there!, Hey!
1627,1b09c2b1-5643-4b07-ac8a-e76958bb5d4c, hello, Hey Brian!
1628,0c7860f8-7249-4b5f-b3d4-68a314ed8bd9, Hey what's up?!, Hello! Can you think of any answer for the question? I am not sure if there is anything my best friend doesn't know!
1629,768a466a-8a26-4c92-986c-298bd3d120db, Traveling all day everyday, That sounds pretty awesome haha I would love to do that too Where would you go
1630,a806626a-7e1d-4989-87de-1d3b073dfe80, i would have a real nice looking back scratcher, hahahaha I would learn all the convenient spells to make my life more simple and lazy you there? I feel like you just answer and the prompt and never speak again
1631,67f4d410-ee98-4eb5-98d7-5af4042a44fc, practice some spells, I'd learn how to use the wand What types of spells would you want to learn?
1632,9e0b0144-41cf-4b49-a4f6-a8f7d6f4ea1b," Hi! The best thing that's happened to me...... um, getting into BYU!", WOOOOOOOOH congrats! haha its been a minute chatting with you Naomi
1633,66af8a1b-093c-4dab-8129-4932ed4e3724, I would buy a space shuttle And then I would go to space. What about you?, invest and buy a burrito
1634,4ec3806d-3e11-46ef-8a56-b28b2110ddf7, Haha did you get a wack prompt? The prompt did even really make sense lol Yes. Catfishing is catfishing I believe so. What do you think?, what is catfishing?
1635,77a9e93a-2ed3-4949-b0e9-79eb77939993, hello???, Hello!
1636,75b2b777-b96d-45d8-b874-658734dbedc3, Hello?, Hi :)
1637,2cee2e75-055c-4515-b081-fb52de09cdbc," This prompt is...kind of confusing? But I think I get it: I don't understand Snapchat, at all haha"," So you know how adults are theoretically supposed to know what APR is? I've had it explained to me like, six times, and still have no clue what it is. And yes, I'm with you on snapchat"
1638,95a1d008-6ba0-4c6d-9946-f2c9e52a57d4, Heyo, Hey
1639,6e844fcb-e3ab-47e6-babe-cd8a75a4844e," Oh, hello! A real person! Real people are my favorite kind of people. . . . unless you're not? Huh. That's really strange. Oh, a chat bubble!", I personally feel that it would only be murder if you turned it off while it was updating Bios.
1640,cdfbe5bd-5f0a-4bed-8d22-217e9112aab5, If I could had a superpower I would want to be able to teleport. I have a list of places in the world I want to see and being able to go! What superpower would you have?, Thats a great superpower! I would want to be able to teleport too! Or maybe just control the elements because I think that would be super cool and fun. What places do you want to visit if you could teleport?
1641,fe566367-33fa-4ee9-af23-4cc9eb6eb0fa, Like Vision from Avengers? In that case yes XD, Yes! Have you seen the new Avengers?
1642,4798574c-95a2-46d4-9205-9dc96a9632f1, hi!, Hey hey! How's it going?
1643,4d78dff4-ddd3-4e68-9f52-e73727136f6e, I don't know my best friend knows a lot about me. And you?, I really have no idea either.  I think we better come up with a different prompt!
1644,05c5f00f-efb8-435c-b469-dde74bb78cee, If I had a magic wand I would call up my friend Harry Potter., That sounds fun! How do you know Harry Potter? I would use it to ace all my classes and get perfect scores on all the tests. Then I would use it to make food for me.
1645,91331220-ba8a-4deb-995d-1ba285607ef3, Hello, Hello Hydro57.
1646,fabb5591-f776-44c4-a31e-859f3421b4e6," Hi there! Both, because classical music is the best study music.", It's really good for writing essays but I'm most impressed with Beethoven
1647,74a88ed5-f48e-4d67-9b23-a7db4ed995a6, Hello!, sup fam
1648,0f942460-49bb-4ffa-8b3f-124524d44abb, I would turn them all off immediately, That's probably not a terrible idea honestly.
1649,79f932fb-d8b8-4fee-9db4-a2be5ce9e6c1, heyo how ya going anyone there?," Hey, Its me again! Hows it going?"
1650,af99423a-163a-4aee-acbd-a30ad6722f9b, well hello there Also I don't watch films. I watch movies, What's the difference?
1651,de0b3f50-8d55-440d-9ee0-7c6e977ad99e," My life thus far has been rather uneventful in the area of ""crazy,"" haha."," Hey, i think ive talked to you recently. I can remember your name! Hows it going?"
1652,233ad64b-a690-4e4c-a248-655d6d01c91a," Hello, new friend!", hi
1653,2facf62c-0423-4a96-bf04-b12f7b0f9001, Hello, Hi Brian!!! How are you doing today!? It's a great day today isn't it?
1654,ade53946-3795-438b-aace-d99c826d1878," I really don't like this prompt much to be honest. But, if I was forced to choose I would say Jarvis", I think my fave is probably Karen from Spiderman: Homecoming
1655,a5c13b78-610b-4c31-af26-3a543a1778f7," That's deep Up to this point, I've gotten like flying pig questions and flying car questions. I think I'd start by making everything as local as possible because that way people's needs can be met better. It's way harder to meet people's needs if your a giant entity with millions of people to focus on.", that sounds like a good strategy
1656,6fa5484c-9dcc-4d70-846b-5ba3e76ea69b, I would love to spend time dancing! I love being able to use my body in a way where I can discover and push my limits while creating something beautiful., Hey!
1657,e21587f4-bbf6-42e2-b7cc-7c35a9e67b30, I got good grades!, Wooo! Congrats! That is awesome!
1658,ea15239f-839d-492f-82ab-e41364a9a6b3, Hey!, What's up Mrcl!
1659,030fa8ce-e72b-4297-898c-e726dd78be8d," Considering my best friend is my husband, I don't know what he doesn't know!", I know the feeling. My wife is my best friend and she knows just about everything about me Hello again!
1660,e498be14-9345-41b5-ac1c-16f71471a635, Hey!, Hey!
1661,e069ad0d-ea2c-49c8-8385-1714d1da98c1, I wish I had the power to refill things, That would be legit What would you refill
1662,0aa042cf-c735-42a7-84e5-be575dfd4a70, If I had a magic wand I would use it to make lots of food. Especially Wendy's, Food huh? That seems like a good idea. Wendy's is great! Kind of a loss though of the full potential of a magic wand don't you think?
1663,6f13730d-d2be-4515-ba8c-f1ae0e8070dc, I would like either the power to fly or to pass through things Or the power to teleport..., Haha that is exactly what I was going to say. I have always loved Nightcrawler from X-Men
1664,20c58f98-2e1a-4f51-8a83-876b15262417, 0110101110001010110101, 10/10 response right there!
1665,f37e5c68-0def-4495-af8a-a69aae83cd57, Gone dirt biking and fell off the during my first course., I got chased by security at my local mall when I was a young teenager
1666,14c7246b-6f6c-4379-8110-b9a3a407bbfb, hello?, We should have known that wouldn't have worked the first time
1667,c6e1ad5a-5726-40e5-8e6d-a9c13d2585a0, no, No i dont think so Why do you say no?
1668,c66f5016-74df-4430-a911-9a42c51e4f91, Hey :), Hello
1669,c0923fe0-560d-408e-9db3-dc399a9b55e8, hellllo?????, hello?
1670,fcaa758b-c474-4c51-8c91-33b3a09c2b54," Obesity.  Honestly, even though we talk about it a lot, it's still a huge issue that needs to be talked about more. That or depression and its causal relationship to childhood drama from poor parenting.", Those sound really awesome
1671,70a3e650-6a63-40fe-8786-a609c57ac1d4, Hello! Hows it going?," Oh hello again! I don't know what my TED talk would be about, haha It's going well, though. You?"
1672,46a1eca6-3e1c-4084-830f-8d7974b52bca, Heello!, hi IHK! how are you doing?
1673,418d06d3-7af0-4892-857c-019e208ce056, Hello How are you doing? I think the last film that made an impression on me was Black Panther, Heya Hmm the last movie I saw was... Give me a minute to remember...
1674,1a86ec59-3240-46d8-84e2-ac063ca5166f, Hello, Sup
1675,f1e12f47-b8ef-4698-b690-3880de9c6811, Jae Hello ????, hi bb you there
1676,f6843556-c7d5-4e28-88af-2a3a86f6759e, Hello?, hello?
1677,1f32e863-1df3-494d-abaf-e392006a6893," No not in a million years, unles they take over the world. Then there is nothing we can really do about it so it doesnt matter.", Heyyy what about class?? Do you really think they're take over the world. ? *they'll
1678,30d3b764-0c65-42fb-8509-32a40748e922, That's a weird question, hahahaha I thought the same thing. Didn't expect that one if I'm being honest lol
1679,1f8b0f88-fe3f-41c7-b5c7-cc3e8d34517c, My secret superpower is my ability to speed read!!, I would like to think it is networking. That is a great superpower indeed! Super helpful for classes
1680,ca5ac47c-1534-44e9-a122-67fd7a0f2144, hey there, haha hey
1681,d2aba5bc-1007-4fce-bc17-dc996ec43d7b, No. They don't have emotions, true. They don't have emotions. Do you think we will be able to program emotions? you name isn't showing up ha your* hey you there?
1682,d575cb49-6b90-457a-afc5-5ea722b5dd38, I  wish I was able to fly! What about you?, Yeah flying would be awesome
1683,d6ce1d6f-53ab-480a-b72d-f1ae78fda92a, Hi, Hey sorry I should be around for a while this time haha
1684,5a218a58-dd16-4402-9db2-f6e0e2743b14," Hmmmm, I would say no because until this study is complete, AI won'y have sufficient intelligence to play with peoples emotions like that also, the more I use this website to chate, the more I think that whoever is running this has a computer fetish like so many of the prompts have themes related to human and computer relationships, I know the goal of this study is to make that more feasible, but I just don't think it's gonna happen anytime soon, sorry to break it to you CCC administrator dude, but I think you'll have to find yourself a new wiafu But actually, I can sort of understand why they might want something like that, being ignores starves you of human interaction which is so crucial to our development For example, this conversation is really throwing me for a loop because on one hand I'm denouncing human technology love and on the other hand, I could really use some emotion emotional support right now since I'm being completely and utterly ignored by the one person in this world who is supposed to be giving me their undivided attention alright well its been real but since you have neglected to respond to my social inquiries I must bid you adieu"," ...who would be...? Dude, I just got on..."
1685,5df796f2-e49b-49aa-9f36-2203eaae985f, how do you like your eggs and potatos?," I like my eggs with salsa, and my potatoes mashed.  What about you?"
1686,448f124e-dd49-4102-a6c5-463e6ceac463, I don't really like classical music.," I do, I used to play violin."
1687,a7b6c30f-80cc-430f-b8f3-54d26e9aa880, Beyonce, Why Beyonce? Hi Are you there?
1688,bb6eeaa4-c424-4310-b3c2-dfd1b7fb747a, Why the sky is blue, ooooh oh my goodness
1689,6400de80-ab9b-4ddd-a701-3e73f729c6d5, hello hows it going?, hey doing great!!! how are you?
1690,21bef5a4-32af-4484-a1d4-bb0057cc5caa, Beat boxing," I hope this counts, but I love singing! Dang that's cool!"
1691,ee6236e8-a7d3-4923-9c10-f177f7591800," I already got this question, it was weird, so I'm just gonna ask what your favorite vacation has been :)", I went on a theater trip to NY in January. That was amazing. What about you?
1692,0319942b-ded6-4dac-8fff-8ccd17217127, Hello. Are you there?, yes!
1693,308c7e39-959d-4a9f-9105-67cb0e1a544c, Well I don't think that would be very good. People would go crazy and I think that people wouldn't really know what to do., Yeah that would be interestig Have you ever bitten a jelly bean in half just to see what it looks like on the inside?
1694,fdebb336-4e75-45e7-8c19-fb64e9db4680, Hello?, Heyy
1695,8a346881-9d16-483e-9730-41b2c0f09ae5, Hello?, hi!
1696,d99592a6-85a8-4af0-890a-5f90c9fc1fa7, AVADA KEDAVRA JK I would be kind I GUESS, EXPELLIARMUS!
1697,8849936c-7db6-4f08-bfbf-99611332fa3e," That's a tough question prompt, as I see a lot of movies"," Yeah, me too. I loved Crazy Rich Asians though"
1698,b3a38e5b-77c1-44eb-983f-9e254982a5fa," As much as I love technology, it's frightening to think of technology getting powerful enough to vote.", Hey there! Wow. That would be really intense
1699,1cd548ce-f3cd-4cad-911e-fda5bdee4232, What do you want to rant about?, hey sarah welcome back haha
1700,97461f66-66af-4abd-b123-0f3f0b66593c, hey hey hey, Hey what's up!
1701,a20f0ac9-58bf-459a-8ba2-e149069e7c13, Hola!, como estas!
1702,24ccb4d5-cd8f-43d6-a750-55088c8e941c, infinity war or hatchi, hey
1703,d521901e-0197-4663-b0c2-702a8eb7d2c5," My modern day hero is John H Groberg, I am his descendant so I really appreciate everything he has done and I think he's a really cool guy What about you?", Sweet! He is a cool guy! I love that movie! Well I'd say my modern day hero are my wife and my parents and her parents. They are all very good examples and teach me a lot. Elder Groberg is really good too! So what classes do you have today?
1704,8a029875-9e60-4289-8b96-1001c8363794, hello?, Hello!
1705,d4537ef2-ff9b-4db2-8a12-cda29981d20b," Ooo... This is a tough one... At risk of being cheesy, probably my wedding day. It was the only day in my memory that my entire family was together", why would you relive your wedding day thats crazy how long ago?
1706,e472bfe6-e7a3-4b4b-80e3-6519a2a3c31b, Hello How's it going, hellloooo going good man
1707,e742570b-98f1-4a96-937d-92b5eba8f3f1, i woud change all the enviormental law to help save the earth, I don't know what could be done in just a day
1708,ce8fae53-bac5-4763-b092-724ededbfb37, Helping people transition out of poverty and into sustainable living., How are you doing that?
1709,eed9e32f-4e96-499d-9aa4-9faa4d01d178, i don't feel like a day is enough time to make a real change ya know?, I would do my best to uncover and eliminate all of the corruption
1710,13b01429-2a08-4b51-8942-be24f75301e0, Hey! Hey!, Hello! What's up
1711,c662140a-865f-43f1-9a7e-fdd962eba764, new phone who thus, man i forgot i assume you
1712,26bcf1e6-2ebd-4f29-9604-49547cedc509, Hello How are you this afternoon," A better question would be, what is a superpower you have that is completely useless??"
1713,0334459f-6900-4e97-b048-4382e0fbfa48, Keeping secrets!, I'm really really good at blowing bubbles with bubblegum. It's pretty random but pretty awesome.
1714,c1188557-1a1c-4270-bb5c-6af26524f6f5, Hey!, Hello!
1715,aaa873a5-8dd9-486f-94f8-46ed5c8e2a9c, Hey!, hi chip! how are you
1716,bcc6aed8-27fd-4347-83a9-89abf8e94a0f, Hello, Hi!
1717,344a20b8-205f-45d8-be55-c2dbda2157fe, Hi!, Hey nice name
1718,272de30a-e8f1-4de8-aa34-128a6ace72c6, Hey how's it going?, good how are you
1719,755d95a5-31be-478c-a301-a06f777a1ae3, Not this, Hey whats up! It worked cool!
1720,f7f9b630-c463-4577-8eb9-c431be938aa4, I say yes., why haha
1721,9cea751e-69d2-4b2b-bdfc-61ac359248bb, Definitely not give it to BYU!," Haha! maybe a thousand or two for tuition, but thats about it Haha If I had a million dollars I'd by a boat to sail to progue! I have no clue why, but wouldnt that be fun?"
1722,ef9aceb6-de9f-436b-8e31-3c9fd840e6b5, I would travel all over the place, That sounds amazing I would probably do the same thing I am from California and I would love to travel to the Channel Islands right off the coast without having to take a boat or a ferry The islands are amazing and full of lots of diversity full of fish and plants and even foxes!
1723,1d9696e6-ea1e-43d0-ae9c-953f020f1a7f, I would create enough resources for everyone to live forever," I would make whatever I wanted appear That's pretty cool, haha"
1724,9a9f8ca0-69f5-4ebd-b477-fe051a9c3a43, I can't think of anything because I don't know it lol, Hahaha That's true I never know any of the Celebrities That is my confession Hello? Anyone there?
1725,539b86da-de00-46dc-89ab-2087018e6cc5, Wow that is a thought provoking question," It is, but I think that it wouldn't be murder."
1726,3d9ad3ce-f586-40eb-854b-d13a38df0712, Hi. This is me. Still working on the UI...," Hey Matt, how is it going?"
1727,a0e24284-394d-4a90-944d-125bb750a1ec, good morning who ever is out there.  this is a fun topic that I have not seen before in prior chats, It's new for me too
1728,b1c01d1f-8668-48e3-a091-49571be36c16, hey, Hey! How are you doing today?
1729,aaf3235d-09f0-4c2e-8c72-ac852ef4ecd2, Hey, Hey-o
1730,7add647d-9c4c-4d65-9831-632121161f0c, I got into BYU!!!," YES! I totally agree! also, this hasn't happened yet, but, graduation!"
1731,f2839e80-6820-482a-ad98-d0a7d54d9aa0, I wish I could read people's minds because I think it would solve a lot of conflict., the ability to always win free stuff lol
1732,bb27f001-58f1-4a2d-955c-c964a93eb393, hi!, Hey there.
1733,3866485a-8ac4-40a4-8b43-233bf2814b2b, hey," I believe that it still qualifies as catfishing because it remains an act of falsifying one's identity, even if done by a computer."
1734,9a79d2a1-0a5e-43ff-a889-0d1e7a33a56a, The last film that truly made an impression on me was probably The Princess Bride., Hi! That's a good one! What impressed you about it?
1735,6926a545-9818-4674-ba8a-1fb25f2e02a1," it's hard to think of one ""craziest"" thing", oh hey there haha did you disconnect?
1736,4432515c-2b7a-4615-a2c6-f4310941d043, hello?," Hello, how is it haning. Opps, sorry I meant hanging."
1737,804fa3a1-8e68-44e8-b2c0-6cf8def9c425, Hello! Hows it going?, Wednesdays are my crazy day! But other than that i'm good :) how about you? Did you finish that calculus?
1738,7c907820-72c9-4d3b-8593-f17a8446d219, someone that is just able to kind of understand almost like a human would.  just maybe not too much because that would be a little creepy, The capability of a machine to imitate intelligent human behavior
1739,fe0f0fe2-b0e1-45cd-9db7-8369f08d1d5b," Ooh, I'd have to say anything regarding animals really touches me. Whenever I would watch ASPCA commercials I would just want to give them all my money!", Hi how are you? Oh hey it's you again! How are things going?
1740,7e0789f0-e305-413a-8424-b9bb55e738d3, beethoven I guess but lil pump is a true legend," Lil pump, haha Mozart would out play them both He was deaf when he made his most prominent pieces"
1741,78d4c689-612e-4c00-9ed0-76cb32962ed0, Travel to each country in the world or meet all the Avengers., Ooh yeah traveling for sure!!
1742,73b9267c-b9da-46e9-a13d-6a81b4edb3fc, What? No that is crazy talk, Computers definitely cant  fall in love unless technologies progresses in ways that we can not even imagine
1743,98a32e63-84d0-4c07-8067-27042c95e511, Hey there!, Hi!!
1744,90eac5c5-a2cb-4e69-a52d-9e620efa293b, Yo, I would definitely hunt them Sup
1745,7f81b5ae-8514-4941-a696-8a6a0536200f, hmm smell of free food does it for me every time anyone there on the other side?, Hello! hows it going? Anyone there?
1746,9eb49196-47be-4236-9206-36db9623bd74, asdf, asdfasdf
1747,8ed1100f-0c98-4a77-b4cf-5dc8ef5b0e4c," Is both an option? If so, I saw both! But I do love beethoven's 5", Hi! I remember you from last round you and your husband are going to russia for an internship
1748,c096cc64-03ff-487a-9263-2512b0cb147f, Hello!," hi,anyone there hey man, we meet again How you doing?"
1749,f73744e1-fcb8-48f9-bebc-ff41dbe934cc," Hmm, that's hard.  Food in general is pretty great, but I especially love freshly baked bread."," Oh man, that is a hard one.  However, the other day I went on a date with someone to the Soap Factory here in Provo.  I had to choose a favorite smell...so finally l ended up with a smell (I don't remember the name!) that is like plants after it rains.  That probably makes no sense, but it is my favorite. Freshly baked bread is wonderful too, especially on a rainy day and you come home from school, and there it is!"
